Police Station,Year,Type,Date,Time,Place,Latitude,Longitude,Hour,Time_Category,Is_Night,Crime_Category,Is_Violent
Hanumantha Nagar,2016.0,2 wheeler theft,2016-07-06 00:00:00.000,12:00:00,"In Front Of Imperial
Hotel Kanakapura main
road, BSK 2nd Stage,
Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-10-09 00:00:00.000,12:00:00,"Porking lot of Brigade
Corner, Yadiyur Jayanagar
7th block, Kanakapur Main
Raod, Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-04-10 00:00:00.000,10:30:00,"Opp Of N U Hospital, In
front of Medical Shop,
Padmanabhanagar,
Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-04-10 00:00:00.000,15:30:00,"No-91, 4th Cross
Teachers Colony, BSK 2nd
Stage, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-07-10 00:00:00.000,15:30:00,"In Front Of Ammis
Biriyani, Banashankari 2nd
Stage, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-08-10 00:00:00.000,13:00:00,"No-234, 7th Cross,
Teachers Colony,
Banashankari 2nd Stage,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-10-19 00:00:00.000,15:00:00,"No-39/2, K R road,, BSK
2nd Stage, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-03-11 00:00:00.000,13:30:00,"No.455, , 1st Cross
Bhavani Nagar,
Banashankri 2nd Stage,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-11-14 00:00:00.000,17:30:00,"Infornt of United Infora
Minerals Pvt Ltd No 399,
24th cross, 14th Main, BSK
2nd stage, Bengaluru City,",,,17.0,Evening,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-11-16 00:00:00.000,16:00:00,"Opp of Hari Kalyana
Mantapa,, Banashankari
2nd Stage Cross road,
Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-11-18 00:00:00.000,17:15:00,"No-387/B, 24th B cross,,
Banashankari 2nd Stage, Bengaluru City,",,,17.0,Evening,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-11-24 00:00:00.000,16:10:00,"No-547, 9th cross,
Jayanagar 7th block West,
Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-11-26 00:00:00.000,13:00:00,"No-123, 28th Cross,,
BSK 2nd Stage, Bengaluru
City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-05-12 00:00:00.000,13:30:00,"C/o Venkappa No-59,
38/1, 19th main road,
Padmanabhanagar,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-13 00:00:00.000,14:00:00,"No-79, 3rd Cross A
Cross, R K Layout 2ndStage, Padmanabhanagar,
Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-16 00:00:00.000,13:30:00,"Das Commercial
Complex 13th Cross, 1st A
Main road Jayanagar 7th
Block, Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-17 00:00:00.000,12:45:00,"No-186, 4th Cross, 7th
main, Kaveri Nagar BSK
2nd Stage, Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-18 00:00:00.000,12:45:00,"No-2995, 2nd Main 17th
Cross,, Banashankari 2nd
stage, Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-17 00:00:00.000,18:30:00,"Near Milk Shop
Karesandra, BSK 2nd
Stage, Bengaluru City,",,,18.0,Evening,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-21 00:00:00.000,11:00:00,"In front Of Govt.Hospital
Yarab Nagar, Banashankari
2nd Stage, Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-28 00:00:00.000,15:00:00,"In front of No-49/1, 20th
main, 14th Cross,,
Padmanabhanagar,
Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-07-01 00:00:00.000,10:15:00,Kanakpur Main Road BSK 2nd Stage B-70,,,10.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-02 00:00:00.000,11:00:00,"Near Upasagar Hotel, K R Road, NSK 2nd Stage B-70",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-03-23 00:00:00.000,20:00:00,Kadirenahalli Under Passa Bridge BSk 2nd Stage B-70,,,20.0,Evening,1,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-04-18 00:00:00.000,16:30:00,Opp Of Krishna Hotel BSK BMTC Bus Stop BSK 2nd Stage B-70,,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-07-30 00:00:00.000,09:30:00,"Kanakapura Road M S Links Bike Sales Near, BSK 2nd Stage B-70",,,9.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-08-31 00:00:00.000,10:30:00,"7th Main Gururajaj layout, BSk 3rd Stage B-85",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-09-25 00:00:00.000,12:00:00,7th Main Kaveri Nagar BSK 2nd Stage B-70,,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2016.0,2 wheeler theft,2016-12-28 00:00:00.000,19:30:00,Kanakapuar Main Road Kaveri Nagar BSK 2nd Stage B-70,,,19.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-01 00:00:00.000,14:30:00,"No-59, 3rd Cross
Sapalamma temple road,
Kadirenahalli, BSK 2nd
Stage, Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-17 00:00:00.000,15:15:00,"In front of No-1781, 14th
main, Devagiri Medows,
Banashankari 2nd stage,
Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-18 00:00:00.000,16:40:00,"No 271, 27th Cross,,
Banashankari 2nd stage, Bengaluru City",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-21 00:00:00.000,11:00:00,"No-1747, 33rd Cross,
14th main,, Banashankari
2nd Stage, Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-31 00:00:00.000,12:45:00,"No-581, 16th main, 10th
Cross,, Padmanabhanagar,
Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-02-02 00:00:00.000,12:30:00,"No-344, 6th main,
Bhavani Nagar,
Banashankari 2nd stage,
Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-02 00:00:00.000,11:15:00,"INFRONT OF
NO-482,7TH CROSS 7TH
BLOCK, WEST
JAYANAGARA, Bengaluru
City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-02 00:00:00.000,16:45:00,"No-109, 5th Cross,
Shasthri Nagar, Thygaraja
Nagara, Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-02 00:00:00.000,10:00:00,"No-1996, 24th Cross,
9th Main,, Banashankari
2nd Stage, Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-02-13 00:00:00.000,15:30:00,"No-35/22, 3rd Cross,
10th main,, Gururajalayout
BSK 3rd Stage, Bengaluru
City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-02-27 00:00:00.000,10:00:00,"No-3432, Gurukrupa, 4th
Main, 14th Cross, Shashtri
Nagar K R Road, Bengaluru
City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-03-14 00:00:00.000,15:00:00,"No-38/38, 14th Cross,
20th main,
Padmanabhanagar,
Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-03-21 00:00:00.000,09:45:00,"In Front Of house
No-1048, 14th Main,
Banashankari 2nd Stage,
Bengaluru City,",,,9.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-16 00:00:00.000,16:15:00,"No-1053, 30th Main,
14th cross Corner,, BSK
2nd Stage, Opp Hero Show
room, Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-19 00:00:00.000,09:45:00,"No-269/A, 27th Cross,,
BSK 2nd Stage, Bengaluru
City,",,,9.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-20 00:00:00.000,09:30:00,"In front of Anand Timber,
Kanakapura Main road,,
Kaveri Nagar BSK 2nd
Stage, Bengaluru City,",,,9.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-25 00:00:00.000,10:30:00,"Beside Of Shwetha Bar,
Kanakapura Main road,
Kaveri Nagar BSK 2nd
Stage, Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-05 00:00:00.000,13:30:00,"By the side Supreme
Oversease India Pvt Ltd
Garmen, ts K R Road BKS
2nd Stage, Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-09-05 00:00:00.000,11:20:00,"In Front House Of
No-150, 6th Cross, 10th
Main, Shastri Nagar,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-05 00:00:00.000,16:30:00,"No-1872, 31st Cross,
10th Main, Banashankari
2nd Stage, Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-05-23 00:00:00.000,13:40:00,"In front Of No-816/A,
16th Cross, Jayanagar 7th
Block, Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-05-29 00:00:00.000,15:30:00,"In Front of No-3760/1,
Mekka Masjid Road Kaveri,
Nagar Banashankari 2nd
Stage, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-05-31 00:00:00.000,14:00:00,"No-26, 22nd Main, 12th
Cross, Raghavendra Layout
Padmanabhanagar,
Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-05-31 00:00:00.000,21:00:00,"NO-177,7TH CROSS,
SHASTHRI NAGAR,
TYAGARAJA NAGARA.KR
ROAD, Bengaluru City,",13.019965,77.596145,21.0,Night,1,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-06 00:00:00.000,12:30:00,"HOUSE NO-120,4TH
MAIN ROAD,3RD CROSS,
KADIRENAHALLI NEW
COLONY, BSK 2ND
STAGE, Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-06-06 00:00:00.000,18:00:00,"#737,7th Main ,7th
Cross, Caveri nagara
banashankari 2nd stage,
Bengaluru City,",,,18.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-06-16 00:00:00.000,11:00:00,"In front Of No-223, 2nd
Main, Ambedkar Nagar,
Banashankari 2nd Stage,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-06-22 00:00:00.000,14:00:00,"In front Of No-85-86, Old
Post Office road,, Thygaraja
Nagar, Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-06-25 00:00:00.000,15:10:00,"In front of No-12, 5th
Cross, kadirenahalli Park,
Banashankari 2nd Stage,
Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-06-30 00:00:00.000,18:00:00,"No,166, Manjunha
Road, 2nd Block,, T R
Nagar, Bengaluru City,",18.4516,73.81025,18.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-07 00:00:00.000,18:00:00,"NO-269/4,1st Cross, 2nd
Block,, Thyagarajanagar,
Bengaluru City,",,,18.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-12-07 00:00:00.000,13:20:00,"In front OF No-410, Near
SVS School,, Yarab Nagar
Banashankari 2nd Stage,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-13 00:00:00.000,13:00:00,"In front Of No-448, 4th
Main,, Shastry Nagar,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-21 00:00:00.000,14:00:00,"In front Of No-38/1, Sree
Nilaya, 14th B Cross, 22nd
Main, Padmanabhanagar,
Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-27 00:00:00.000,10:00:00,"Banashankari Burial
ground Road, BSK 2nd
Stage, Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-28 00:00:00.000,13:20:00,"Kadirenahalli,
Banashankari 2nd Stage,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-29 00:00:00.000,12:00:00,"In Front Of No-8, 4th A
Main, R K Layout,
Padmanabhanagar,
Bengaluru City,
Karnaka-5600702",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-08 00:00:00.000,13:00:00,"In Front Of Agarwal Eye
Hospital, Puttalingaiah Road
Padmanabhanagar,
Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-08 00:00:00.000,11:00:00,"In front Of No-3998, Sri
Vidyabushan Swamy
House,, 18th Cross,
Banashankari 2nd Stage,
Bengaluru City,
Karnaka-5600700.5",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-08 00:00:00.000,10:30:00,"No-38/25, 14th B Cross,
22nd Main, Near Kalikamba,
Temple Padmanabhanagar, Bengaluru City",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-12-08 00:00:00.000,16:00:00,"In front Of No-474, 3rd
Main, 14th Cross,, Shastry
Nagar, Bengaluru City,",,,16.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-23 00:00:00.000,13:00:00,"In front Of Sevakshethra
Hospital, 27th Cross BSK
2nd Stage, Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-24 00:00:00.000,10:30:00,"In front of No-73/8, 18th
Cross, 11th Main,,
Padmanabhanagar,
Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-25 00:00:00.000,13:00:00,"In front of No-109/1,
Padma Nivas, 2nd Block,,
Thyagaraj Nagar Ganesh
mandir Road, Bengaluru
City,",33.26312,151.53749,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-27 00:00:00.000,11:30:00,"In front Of No-38/1, 22nd
Main, 14th Cross,
Padmanabhanagar,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-08-28 00:00:00.000,14:00:00,"No 63.3rd
cross,Yarabha nagar,
Banashakhari 2nd stage,
Bengaluru City,",12.91595,77.554811,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-09-19 00:00:00.000,13:30:00,"No 256,Near Maharaja
Agrasena Hospital,17th
Cross, 18th Main,
Padmanabhanagar,
Bengaluru City,",12.91595,77.554811,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-09-21 00:00:00.000,19:00:00,"No 40, Janha Colony,
100ft Road, Kadiranahally,
BSK 2nd stage, Bengaluru
City,",12.91595,77.554811,19.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-09-28 00:00:00.000,17:00:00,"Our School Parking
Place,26th cross,
Banashankari 2nd stage,
Bengaluru City,",12.91595,77.554811,17.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-10 00:00:00.000,09:30:00,"No 698.Samruddi, opp
Axis Bank,
Padmanabhanagar,
Bengaluru City,",12.91595,77.554811,9.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-16 00:00:00.000,19:30:00,"No 23/A,Ganesh Mandir Road, TR Nagar, Bengaluru
City,",13.019965,77.596145,19.0,Evening,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-24 00:00:00.000,10:00:00,"Lakshmikanth Parking
Place, Padmanabhanagar,
Bengaluru City,
Karnaka-560082Towrds",12.91595,77.554811,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-10-25 00:00:00.000,14:00:00,"Infornt of House No
448,6th Cross, 7th Block
Jayanagar west, Bengaluru
City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-02-11 00:00:00.000,14:00:00,"No 24.Near Sapalamma
Temple, Kadiranahally,
Banashankari 2nd stage,
Bengaluru City,",12.927689,77.576758,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,,10:00:00,"In front of G S
Residency, 31st Cross,, Banashankari 2nd Stage,
Bengaluru City,",12.91595,77.554811,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-04-11 00:00:00.000,10:30:00,"In Front Of Yadiyuru
BBMP Office building,
Jayanagar 7th Block,
Bengaluru City,",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-13 00:00:00.000,11:00:00,"No 206, Yarabh Nagar,
Banashankari 2nd stage,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-13 00:00:00.000,11:30:00,"Infort of HDFC
Bank,Near Shalini
Aprts,Ring Road,
Banashankari 2nd stage,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-21 00:00:00.000,14:15:00,"Infront Of No-82, 2nd
Cross, Old Post Office
Road, Thyagaraja Nagar,
Bengaluru City,",,,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-11-21 00:00:00.000,15:00:00,"In front Of BDA
Complex, 21st Main, BSK
2nd Stage, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-01-13 00:00:00.000,10:45:00,"Kanakapura Main road, Near Mernity HospitalSignal, Jayanagar 7th Block Bengaluru-70",,,10.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-25 00:00:00.000,09:30:00,Ta Silk Farm Jayanagar7th Block Bengaluru70,,,9.0,Morning,0,Property,0
Hanumantha Nagar,2017.0,2 wheeler theft,2017-07-31 00:00:00.000,09:30:00,"K R road In front of Ta Motors, Jayanagara 7th Block Bengaluru-70",,,9.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-01-16 00:00:00.000,10:30:00,"Infort of house No
04,17th Main, 10th Cross,
Padmanabhanagar,
Bengaluru City,",13.00557,77.535655,10.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-01-20 00:00:00.000,15:30:00,"Beside of No-535, 9th
Cross, 7th block Jayanagar,
west,, Bengaluru City,",,,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-01-28 00:00:00.000,15:00:00,"Infornt of House No
172,Sapthagiri nivas,, 7th
Cross,Shastri Nagar,
Bengaluru City,",12.930033,77.569549,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-01-30 00:00:00.000,17:30:00,"Infornt of House No
3024,14th
cross,shastrinagar, 5th
Main, BSK 2nd stage,
Bengaluru City,",12.930033,,17.0,Evening,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-02-20 00:00:00.000,13:30:00,"Infornt of House No
2971,Esturi Tower, Near
Uma Maheshwari
Temple,K.R.Road,BSK 2nd
stage, Bengaluru City,",12.930033,77.569549,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-02-27 00:00:00.000,18:00:00,"Infornt Of House No
252.8th Cross, 4th Main,
Shastri Nagar,BSK 2nd
stage, Bengaluru City,",12.930033,77.569549,18.0,Evening,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-04-03 00:00:00.000,11:00:00,"In fornt Of House No
3443,13th cross,, 4th
Main,Shrinagar,
Bengaluru City,",12.930033,77.569549,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-07-03 00:00:00.000,11:00:00,"Infort of house No 52.3rd
cross, Teacher colony,BSK
2nd stage, Bengaluru City,",12.91842,77.619725,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-09-03 00:00:00.000,19:00:00,"No-17 Yadiyuru, Post
Office road, 7th Block,
Jayanagar West, Near
Durga Parameshwari
temple, Bengaluru City,",12.929072,77.574329,19.0,Evening,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-12-03 00:00:00.000,15:30:00,"Silicon Honda No
1942.27th Cross, BSK 2nd
stage, Bengaluru City,",12.930033,77.569549,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-03-15 00:00:00.000,15:00:00,"In front Of No-2034, 26th
Cross, BSK 2nd Stage,Bengaluru City,",12.929333,77.567733,15.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-03-17 00:00:00.000,10:00:00,"Infornt of House No
68,Kadirenahally, New
Colony, BSK 2nd stage,
Bengaluru City,",12.961351,77.526137,10.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-03-25 00:00:00.000,13:40:00,"In front of Brundavana
Park, Opp SLV Hotel, 24th
Cross, BSK 2nd Stage,
Bengaluru City,",,77.56635,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-03-26 00:00:00.000,14:15:00,"Infornt of Sevakshetra
Hospital, Banashankari 2nd
stage, Bengaluru City,
Karnaka-560070Towards",12.930033,77.569549,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-04-04 00:00:00.000,11:15:00,"Infront Of Likith
Condiments, 12th Cross,
Jayanagar 7th Block,
Bengaluru City,",,,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-11-04 00:00:00.000,13:15:00,"Parking place of Engage
IT Services Pvt Ltd,, KR
Road,Jayanagar 7th Block
West, Bengaluru City,",,,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-04-18 00:00:00.000,12:10:00,"In front of Building, 35th
Cross, Yarab Nagar, BSK
2nd Stage, Bengaluru City,",,,12.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-04-23 00:00:00.000,18:10:00,"Infornt of House No
195.7th Cross,Near Temple,
Teacher
Colony,Banashankari 2nd
stage, Bengaluru City,",12.9138,77.5673,18.0,Evening,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-04-28 00:00:00.000,10:30:00,"Parking Place of
Swimming pool,
Banashankari 2nd stage,
Bengaluru City,",12.9138,77.5673,10.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-07-05 00:00:00.000,11:45:00,"In Front Of No-1316,
27th Main, 24th cross,
Banashankari 2nd Stage,
Bengaluru City,In Front Of No-1316,
27th Main, 24th cross,
Banashankari 2nd Stage,
Bengaluru City,",12.924493,77.565365,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-07-05 00:00:00.000,13:30:00,"Infornt of House No
23.2nd Cross, Teacher
Colony, Banashankari 2nd
stage, Bengaluru City,",12.924493,77.565365,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-14 00:00:00.000,11:00:00,"INFRONT OFF NO-212,
BALAJI ROAD 2ND B
BLOCK, TYAGARAJA
NAGAR, Bengaluru City,",13.019965,77.596145,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-16 00:00:00.000,13:00:00,"Infornt of House No
272,2nd Main, 2nd
Cross.Changayya
layout,Thayagarajanagar,
Bengaluru City,",12.931223,77.567147,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-19 00:00:00.000,11:15:00,"In front Of No-118,
Thejaskar, Ganesh Mandir
Road, Thygaraj Nagar,
Bengaluru City,",12.933331,77.57014,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-21 00:00:00.000,11:00:00,"In front Of RNM Function
Hall, 7th Main, Kaveri Nagar
BSK 2nd Stage, Bengaluru
City,",12.929247,,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-21 00:00:00.000,14:15:00,"In front Of No-316, 1st A
Main Road, Jayanagar 7th
Block, Bengaluru City,",12.9087719,77.576222,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-22 00:00:00.000,14:30:00,"In front Of Canara Bank,
27th Cross, Banashankari
2nd Stage, Bengaluru City,",12.921297,77.573257,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-24 00:00:00.000,14:40:00,"InFornt Of Popular Motor
bajaj Show Room, 100 Ft,
Road, BSK 3rd Stage,
Bengaluru City,",12.922906,77.555794,14.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-30 00:00:00.000,13:30:00,"In front of Balaji
Jewellers, Shastri Nagar,
Main Road, Thyagaraja
Nagar, Bengaluru City,",12.929909,77.571062,13.0,Afternoon,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-31 00:00:00.000,11:15:00,"Infront Of No-407, 13th Cross, 7th main, Kaveri
Nagar, Banasahankari 2nd
Stage, Bengaluru City,",12.9087719,77.576222,11.0,Morning,0,Property,0
Hanumantha Nagar,2018.0,2 wheeler theft,2018-05-31 00:00:00.000,14:45:00,"Infornt of House No
E128/372.13th cross, 7th
Main, Kaveri
nagar,Banashankari 2nd
stage, Bengaluru City,",12.9087719,77.576222,14.0,Afternoon,0,Property,0
